36	Cremated remains of Las Vegas mass shooter to be kept in safe deposit box, brother says	7	99
47	Florida shooter a troubled loner with white supremacist ties	4	6
68	Vernon Hills teen accused of wearing white supremacist shirt pleads not guilty to weapons charges	6	99
70	Griffith student charged with accidentally bringing loaded gun inside high school	5	99
98	Exclusive: Group chat messages show school shooter obsessed with race, violence and guns	4	6
129	Lawyers call US gun charges for Mexican man 'vindictive'	6	99
160	Parkland School Shooting Suspect Nikolas Cruz Spotted Giggling, Laughing While in Jail, Observation Report Says	4	99
162	Florida shooter showed violence at home, police reports reveal	4	99
228	Florida school shooting suspect was investigated by state after self-harming	4	99
231	New Vermont law used to keep school shooting plot suspect from getting gun	2	99
239	Checking Facts and Falsehoods About Gun Violence and Mental Illness After Parkland Shooting	4	99
264	Man accused of shooting at black teenager who knocked on his door to ask for directions	6	99
310	Family that took in Florida shooting suspect call him a 'monster' and say they had no clue what he was planning	4	99
317	This is a very dangerous person,' says lawyer who represented harassment victim of Maryland gunman	4	99
362	Central Michigan University officers had multiple run ins with shooting suspect	4	99
372	What do most mass shooters have in common? It's not politics, violent video games or occult beliefs	8	99
384	This is an unspoken culprit of school shootings	8	99
392	Some wanted shooting suspect forcibly committed in 2016	4	99
404	Nikolas Cruz's brother regrets bullying school shooter, report says	8	99
438	What the FBI Knew About the Accused Florida School Shooter – and When	5	99
507	Parkland shooting suspect seen 'smiling and giggling' in jail, records show	4	99
508	Florida 'stand your ground' shooter had history of gun threats: Complaint	4	99
513	Florida man threatened people 3 different times before shooting man in 'stand your ground' case	4	99
518	Parkland school shooting suspect heard voices to 'Burn, kill, destroy', confession says	4	99
521	Teen who allegedly wore white supremacy shirt at Lake County college pleads guilty to weapons charge	6	99
542	Police: San Jose teacher suspected in road rage incident arrested in classroom with loaded gun	4	99
557	EA cancels eSports tournament amid security fears after Jacksonville shooting	5	99
587	Democrat drives to friend’s home and reportedly shoots him over political disagreement on Facebook	3	99
613	Suspect in Madden 19 tournament shooting targeted gamers: Sheriff	8	99
620	Waffle House shooting suspect not fit to stand trial, ordered to mental facility	4	99
647	Florida school failed Parkland shooter, report says	8	99
709	Parkland School Shooter Blames Massacre on a “Demon” Voice	4	99
726	Parkland Shooting Suspect Lost Special-Needs Help at School When He Needed It Most	4	99
750	Cruz biological mother's past a factor in school shooting	4	99
777	Mental Health Provider That Evaluated Nikolas Cruz Before Parkland Shooting To Service Florida Charter Schools	4	5
795	Arrest warrant issued for white man seen on video flashing gun at black college students	6	99
820	Police Issue Arrest Warrant For White Man Who Pulled Gun on Four Black College Students in Viral Video	6	99
824	Man, 45, threatened to shoot 11-year-old after losing Xbox game: police	4	99
828	I think I'm going to kill the president,' Utah man allegedly told police after 6 guns found in car: reports	3	99
873	White man pulls gun in confrontation with black Florida A&M students	6	99
916	Pittsburgh shooting: Alleged gunman posted stream of anti-Semitic hate online in months – and moments – before attack	6	4
917	The lonely lone shooter: The Pittsburgh synagogue suspect's apparently isolated life	4	99
923	Suspect In Fatal Kroger Shooting First Tried To Get Inside Black Church: Police	6	99
926	Synagogue shooter 'listened to noise and noise told him his people were being slaughtered', says Jewish doctor who spoke to Robert Bowers	4	99
927	Hate crime considered in Kentucky grocery shooting	6	99
